age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
35-44,Technical Assistance Provider,70000.0,0.0,USD,United States,Massachusetts,Boston,15.5,15.5,Masters,Woman,Engineering & Development,Lead/Executive
25-34,Library Specialist,34299.0,0.0,USD,United States,Maine,Gorham/Portland,9.0,3.0,Masters,Woman,Library & Information Services,Senior
25-34,Strategic Operations And Programme Manager,120160.0,0.0,GBP,United Kingdom,N/A,London,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Assistant Director Student Affairs,50000.0,0.0,USD,United States,New York,Westchester/Nyc,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Director Of Client Services,85000.0,0.0,USD,United States,New York,New York City,15.5,6.0,College,Woman,Management,Lead/Executive
35-44,Loss Prevention Manager,87000.0,15000.0,USD,United States,California,San Jose,9.0,3.0,High School,Woman,Management,Senior
35-44,Associate Attorney,125000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",15.5,3.0,Masters,Woman,Legal Services,Lead/Executive
55-64,Attorney,275000.0,0.0,USD,United States,Minnesota,Minneapolis,35.5,35.5,Masters,Woman,Legal Services,Lead/Executive
25-34,Operations Manager,48500.0,0.0,USD,United States,Massachusetts,Boston,6.0,3.0,College,Woman,Management,Senior
35-44,Software Engineer,139000.0,9000.0,USD,United States,Washington,Seattle,15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
25-34,Paralegal / Legal Assistant,54080.0,500.0,USD,United States,Michigan,Grandville,15.5,15.5,College,Woman,Legal Services,Lead/Executive
35-44,Manager & Actuary,170000.0,30000.0,USD,United States,N/A,New York,15.5,9.0,Masters,Woman,Management,Lead/Executive
25-34,Marketing Manager,42857.0,0.0,CAD,Canada,N/A,Remote Worker,9.0,9.0,College,Woman,Management,Senior
45-54,Librarian,70000.0,1000.0,USD,United States,Texas,Houston,25.5,15.5,Masters,Man,Library & Information Services,Lead/Executive
25-34,Communications Associate,53000.0,0.0,USD,United States,District Of Columbia,Washington,6.0,3.0,College,Woman,Marketing & Sales,Senior
35-44,Cytotechnologist,82160.0,0.0,USD,United States,Wisconsin,Eau Claire,15.5,15.5,Masters,Woman,Healthcare,Lead/Executive
25-34,Onboarding Partner,71000.0,0.0,USD,United States,New York,Buffalo,15.5,3.0,College,Woman,Management,Lead/Executive
18-24,Graduate Research Assitant,25700.0,0.0,USD,United States,Indiana,West Lafayette,6.0,6.0,College,Woman,Researcher,Senior
25-34,Deputy C-Level,105000.0,0.0,USD,United States,N/A,"Washington, Dc",9.0,9.0,College,Woman,Management,Senior
35-44,Librarian Non-Supervisory,77000.0,0.0,USD,United States,Pennsylvania,Philadelphia,15.5,15.5,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Content Strategist,50000.0,0.0,USD,United States,Arizona,Phoenix,15.5,6.0,Masters,Woman,Consulting & Strategy,Lead/Executive
25-34,Programme Administrator,33668.0,0.0,GBP,Scotland,N/A,Glasgow,6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Public Service Tech,31616.0,0.0,USD,United States,Georgia,Too Identifiable,6.0,3.0,College,Man,Library & Information Services,Senior
35-44,Eos,95000.0,2000.0,USD,United States,New York,New York,15.5,9.0,Masters,Woman,Library & Information Services,Lead/Executive
18-24,Data Analyst,62000.0,0.0,USD,United States,Massachusetts,Braintree,0.5,0.5,College,Woman,Analytics,Entry Level
35-44,Sr Associate - Quality Assurance,75000.0,7500.0,USD,United States,Indiana,Clinton,15.5,9.0,College,Woman,Library & Information Services,Lead/Executive
25-34,High School Teacher,71000.0,0.0,USD,United States,New York,New York,6.0,6.0,College,Man,Education & Training,Senior
45-54,Business Analyst,88000.0,0.0,USD,United States,North Carolina,Raleigh,25.5,15.5,Masters,Woman,Analytics,Lead/Executive
25-34,Assistant To Property Managers,31500.0,0.0,USD,United States,South Carolina,Columbia,9.0,3.0,College,Woman,Management,Senior
25-34,It Training Specialist,76000.0,0.0,USD,United States,Massachusetts,Woburn,6.0,3.0,Masters,Woman,Specialist,Senior
35-44,Principal Statistical Programmer,165000.0,30000.0,USD,United States,Massachusetts,Boston,25.5,25.5,College,Man,Engineering & Development,Lead/Executive
25-34,Reporting Analyst,45760.0,0.0,USD,United States,California,Anaheim,15.5,3.0,College,Woman,Creative & Media,Lead/Executive
25-34,Communications Manager,86000.0,0.0,USD,United States,Florida,Orlando,6.0,6.0,College,Woman,Management,Senior
25-34,Project Manager,55886.0,0.0,CAD,Canada,N/A,Calgary,6.0,6.0,Masters,Woman,Management,Senior
25-34,Admissions Advisor,56000.0,0.0,USD,United States,Wisconsin,Appleton,9.0,6.0,Masters,Woman,Consulting & Strategy,Senior
35-44,Sales Support,30774.0,0.0,GBP,United Kingdom,N/A,London,15.5,9.0,Unknown,Woman,Marketing & Sales,Lead/Executive
35-44,Sales Support,30774.0,0.0,GBP,United Kingdom,N/A,London,15.5,9.0,Unknown,Woman,Marketing & Sales,Lead/Executive
25-34,Business Development Specialist,67000.0,2000.0,USD,United States,Minnesota,Bloomington,9.0,3.0,College,Woman,Marketing & Sales,Senior
25-34,Associate,125000.0,0.0,USD,United States,Tennessee,Chattanooga,6.0,6.0,Masters,Woman,Management,Senior
25-34,Assistant Project Manager,55000.0,0.0,USD,United States,Florida,Jacksonville,6.0,3.0,College,Woman,Management,Senior
35-44,Supply Chain Manager,125000.0,50000.0,USD,United States,Washington,Seattle,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Rn,60000.0,0.0,USD,United States,Tennessee,Memphis,9.0,3.0,College,Woman,Library & Information Services,Senior
25-34,Associate,190000.0,0.0,USD,United States,Massachusetts,Boston,0.5,0.5,Masters,Woman,Management,Entry Level
45-54,Land Analyst,60320.0,0.0,USD,United States,Pennsylvania,Pittsburgh,25.5,9.0,College,Woman,Analytics,Lead/Executive
35-44,Regulatory Affairs Manager,125000.0,18750.0,USD,United States,North Carolina,Durham,6.0,3.0,PhD,Woman,Management,Senior
35-44,Regulatory Affairs Manager,125000.0,18750.0,USD,United States,North Carolina,Durham,6.0,3.0,PhD,Woman,Management,Senior
45-54,Teacher,94000.0,0.0,USD,United States,Connecticut,Stamford,25.5,25.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Np-Phc,70000.0,0.0,CAD,Canada,N/A,Rural Ontario,9.0,3.0,Masters,Woman,Library & Information Services,Senior
35-44,Administrative Assistant,49000.0,0.0,USD,United States,Oregon,Newport,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Director Of Development,120000.0,0.0,USD,United States,California,Los Angeles,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Teaching Assistant,28000.0,0.0,USD,United States,New Jersey,New Brunswick,3.0,3.0,Masters,Man,Administrative & Operations,Mid Level
55-64,Consultant,135000.0,0.0,USD,United States,Illinois,"Chicago Area Mostly, But Also The Us And Canada",35.5,35.5,College,Woman,Consulting & Strategy,Lead/Executive
35-44,Advancement Accounting Assistant,40575.0,0.0,USD,United States,Washington,Spokane,9.0,9.0,College,Woman,Accountant & Finance,Senior
25-34,Senior Monitoring & Evaluation Adviser,75500.0,0.0,USD,United States,North Carolina,Durham,9.0,9.0,Masters,Woman,Administrative & Operations,Senior
25-34,Copy Supervisor,115000.0,12000.0,USD,United States,Pennsylvania,Philadelphia,6.0,6.0,College,Woman,Library & Information Services,Senior
35-44,Policy Analyst,70000.0,0.0,USD,United States,Massachusetts,Greater Boston Area,9.0,6.0,Masters,Woman,Analytics,Senior
25-34,Visual Designer,110000.0,1400.0,USD,United States,Illinois,Chicago (Remote),6.0,6.0,College,Woman,Creative & Media,Senior
18-24,Engineering Student Trainee,29000.0,0.0,USD,United States,South Dakota,Rapid City,0.5,0.5,College,Woman,Engineering & Development,Entry Level
55-64,Graphic Designer,61000.0,0.0,USD,United States,Illinois,Mount Prospect,35.5,35.5,College,Woman,Creative & Media,Lead/Executive
55-64,Information Technology Specialist,47250.0,0.0,USD,United States,West Virginia,"Huntington (Remote, Hq Is In Charleston)",15.5,6.0,Masters,Woman,Specialist,Lead/Executive
35-44,Sr. Piping Designer,96000.0,4000.0,USD,United States,Minnesota,St. Paul,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Network Managet,301624.0,0.0,EUR,Germany,N/A,Düsseldorf,25.5,15.5,High School,Man,Management,Lead/Executive
35-44,Digital Marketing Specialist,45000.0,0.0,USD,United States,Pennsylvania,Scranton,15.5,15.5,College,Woman,Marketing & Sales,Lead/Executive
25-34,Senior Program Support Associate,72000.0,0.0,USD,United States,District Of Columbia,Washington,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
25-34,Senior Program Support Associate,72000.0,0.0,USD,United States,District Of Columbia,Washington,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
25-34,Editor,78167.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,6.0,Masters,Woman,Creative & Media,Senior
25-34,Senior Operations Manager,132500.0,55000.0,USD,United States,New York,New York City,9.0,9.0,College,Woman,Management,Senior
45-54,It Manager Financial Systems,124000.0,0.0,USD,United States,Tennessee,Remote,25.5,25.5,Masters,Woman,Management,Lead/Executive
45-54,Sr Analytic Consultant,108000.0,0.0,USD,United States,Minnesota,Minneapolis,25.5,25.5,College,Man,Consulting & Strategy,Lead/Executive
35-44,Principal Consultant,110000.0,5000.0,USD,United States,North Carolina,Charlotte,15.5,15.5,Masters,Woman,Consulting & Strategy,Lead/Executive
35-44,Assistant Director Communications,83000.0,0.0,USD,United States,Arizona,Flagstaff,15.5,6.0,Masters,Woman,Management,Lead/Executive
25-34,Geostructural Design Engineer,110000.0,14000.0,USD,United States,N/A,Philadelphia,9.0,9.0,Masters,Woman,Engineering & Development,Senior
25-34,Student Success Center Coordinator,45000.0,0.0,USD,United States,Illinois,Carlinville,6.0,6.0,Masters,Woman,Administrative & Operations,Senior
25-34,Editor,91000.0,2000.0,USD,United States,District Of Columbia,Washington,15.5,6.0,PhD,Woman,Creative & Media,Lead/Executive
35-44,Qc Chemistry Manager,117000.0,17550.0,USD,United States,Minnesota,Chaska,15.5,15.5,Masters,Woman,Management,Lead/Executive
45-54,Supervisor,59000.0,7000.0,USD,United States,N/A,"Omaha, Ne",25.5,25.5,College,Woman,Library & Information Services,Lead/Executive
35-44,Research Administrator,71697.0,0.0,USD,United States,Pennsylvania,Philadelphia,9.0,6.0,Masters,Woman,Administrative & Operations,Senior
45-54,Senior Property Manager,90000.0,9000.0,USD,United States,California,Sacramento,35.5,25.5,College,Woman,Management,Lead/Executive
45-54,Senior Property Manager,90000.0,9000.0,USD,United States,California,Sacramento,35.5,25.5,College,Woman,Management,Lead/Executive
35-44,Director Of Alumni Communications,120000.0,0.0,USD,United States,Massachusetts,Western Mass,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Admin Assistant,52000.0,0.0,USD,United States,New York,New York,6.0,6.0,Masters,Man,Administrative & Operations,Senior
25-34,Administrator,43929.0,0.0,CAD,Canada,N/A,Calgary,9.0,9.0,College,Woman,Administrative & Operations,Senior
35-44,Executive Administrator,80000.0,5000.0,USD,United States,New York,New York,25.5,25.5,High School,Woman,Administrative & Operations,Lead/Executive
25-34,Hr Business Partner,56000.0,0.0,USD,United States,Illinois,Joliet,9.0,6.0,College,Woman,HR,Senior
45-54,Product Support Representative,47840.0,2000.0,USD,United States,California,Shingle Springs,25.5,25.5,College,Man,Administrative & Operations,Lead/Executive
45-54,Senior Hazard Mitigation Manager,150000.0,20000.0,USD,United States,Florida,Plant City,25.5,15.5,Masters,Woman,Management,Lead/Executive
45-54,Senior Hazard Mitigation Manager,150000.0,20000.0,USD,United States,Florida,Plant City,25.5,15.5,Masters,Woman,Management,Lead/Executive
45-54,Senior Manager Of Customer Enablement,150000.0,0.0,USD,United States,Massachusetts,Boston,25.5,25.5,Masters,Woman,Management,Lead/Executive
45-54,Senior Consultant,105000.0,5000.0,USD,United States,Georgia,Atlanta,25.5,25.5,PhD,Woman,Consulting & Strategy,Lead/Executive
45-54,Senior Consultant,105000.0,5000.0,USD,United States,Georgia,Atlanta,25.5,25.5,PhD,Woman,Consulting & Strategy,Lead/Executive
25-34,Equity Analyst,100000.0,5000.0,USD,United States,New York,Nyc,3.0,3.0,College,Woman,Analytics,Mid Level
35-44,Project Manager-Tech Lead,97500.0,8000.0,USD,United States,Illinois,Lisle,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Operations,100000.0,50000.0,USD,United States,Texas,Dallas,6.0,6.0,College,Man,Administrative & Operations,Senior
45-54,Senior Project Specialist,125000.0,0.0,USD,United States,Massachusetts,Salem,25.5,9.0,College,Woman,Specialist,Lead/Executive
35-44,Public Library Director,63000.0,0.0,USD,United States,Wisconsin,Platteville,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Business Development Manager,66756.0,66756.0,GBP,United Kingdom,N/A,Remote (Live In Nottingham),9.0,6.0,College,Woman,Management,Senior
25-34,Business Development Manager,66756.0,66756.0,GBP,United Kingdom,N/A,Remote (Live In Nottingham),9.0,6.0,College,Woman,Management,Senior
35-44,Principal Investigator,79000.0,1000.0,USD,United States,Colorado,Denver,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Museum Technician,52000.0,0.0,USD,United States,Maryland,Suitland,6.0,3.0,Masters,Man,Manual Labor,Senior
25-34,Museum Technician,52000.0,0.0,USD,United States,Maryland,Suitland,6.0,3.0,Masters,Man,Manual Labor,Senior
25-34,Economist,109000.0,3000.0,USD,United States,Maryland,Suitland,6.0,6.0,Masters,Woman,Researcher,Senior
45-54,Associate Professor,72096.0,0.0,GBP,United Kingdom,N/A,London,25.5,25.5,PhD,Woman,Education & Training,Lead/Executive
45-54,Editor,120000.0,0.0,USD,United States,Georgia,Atlanta,25.5,25.5,Masters,Woman,Creative & Media,Lead/Executive
25-34,Hr Adviser,54223.0,0.0,GBP,United Kingdom,N/A,London,9.0,6.0,College,Woman,HR,Senior
35-44,Managing Librarian,70000.0,2400.0,USD,United States,New York,New York,15.5,6.0,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Managing Librarian,70000.0,2400.0,USD,United States,New York,New York,15.5,6.0,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Manager Of Cgmp Manufacturing Qa And Qc,110000.0,2500.0,USD,United States,Maryland,Rockville,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Manager Of Cgmp Manufacturing Qa And Qc,110000.0,2500.0,USD,United States,Maryland,Rockville,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Event Officer,41429.0,0.0,CAD,Canada,N/A,Winnipeg,6.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Office Administrator,41429.0,0.0,CAD,Canada,N/A,Toronto,9.0,6.0,College,Woman,Administrative & Operations,Senior
18-24,Accountant,45000.0,0.0,USD,United States,Indiana,Indianapolis,0.5,0.5,College,Woman,Accountant & Finance,Entry Level
35-44,Senior Director Of Public Policy,70000.0,5000.0,USD,United States,Massachusetts,Boston,9.0,9.0,Masters,Woman,Management,Senior
25-34,Talent Management Manager,115000.0,0.0,USD,United States,Massachusetts,Boston,6.0,6.0,College,Man,Management,Senior
25-34,Internal Communications Executive,37865.0,0.0,EUR,Ireland,N/A,Dublin,3.0,3.0,Masters,Woman,Marketing & Sales,Mid Level
35-44,Research Assistant,17000.0,0.0,USD,United States,Pennsylvania,North East,15.5,6.0,Masters,Man,Researcher,Lead/Executive
25-34,Analyst,64000.0,0.0,USD,United States,Maryland,Baltimore,6.0,0.5,College,Woman,Analytics,Senior
55-64,Accounting Manager,66000.0,0.0,USD,United States,Texas,Houston Area,35.5,25.5,College,Woman,Management,Lead/Executive
45-54,Quality Manager,80000.0,4000.0,USD,United States,Pennsylvania,Pittsburgh,25.5,15.5,College,Woman,Management,Lead/Executive
25-34,Policy Analyst,78000.0,0.0,USD,United States,New York,Nyc,6.0,3.0,Masters,Woman,Analytics,Senior
18-24,Attorney,65000.0,5000.0,USD,United States,Minnesota,Minneapolis,3.0,3.0,Masters,Woman,Legal Services,Mid Level
65 or over,Rn,110000.0,10000.0,USD,United States,Wisconsin,Milwaukee,40.0,35.5,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Bookkeeper Self-Employed,114400.0,0.0,USD,United States,Virginia,Charlottesville,25.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Senior Recruiter,111500.0,0.0,USD,United States,Idaho,Idaho Falls,15.5,15.5,Masters,Woman,HR,Lead/Executive
25-34,Assistant Director Of Undergraduate Admissions,58300.0,0.0,USD,United States,District Of Columbia,Washington,6.0,3.0,College,Woman,Management,Senior
35-44,Software Engineer,156000.0,189000.0,USD,United States,Massachusetts,Metro Boston,25.5,25.5,Masters,Prefer Not to Answer,Engineering & Development,Lead/Executive
45-54,Agile Coach,130000.0,13000.0,USD,United States,Minnesota,Twin Cities Metro Area,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Children'S Librarian,75000.0,0.0,USD,United States,District Of Columbia,Washington,9.0,9.0,Masters,Woman,Library & Information Services,Senior
25-34,Children'S Librarian,75000.0,0.0,USD,United States,District Of Columbia,Washington,9.0,9.0,Masters,Woman,Library & Information Services,Senior
25-34,Librarian,52069.0,0.0,GBP,United Kingdom,N/A,London,15.5,9.0,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Principle Product Marketing Manager,126000.0,15000.0,USD,United States,Texas,Dallas,15.5,15.5,College,Woman,Management,Lead/Executive
45-54,Sr. Environmental Manager,125000.0,3500.0,USD,United States,Pennsylvania,Pittsburgh,25.5,25.5,College,Man,Management,Lead/Executive
25-34,Program Manager,62143.0,0.0,CAD,Canada,N/A,Toronto,3.0,3.0,PhD,Woman,Management,Mid Level
35-44,Executive Office & Admin Specialist,38480.0,0.0,USD,United States,Minnesota,Duluth,15.5,6.0,College,Woman,Administrative & Operations,Lead/Executive
35-44,Early Intervention Developmental Specialist,36000.0,1000.0,USD,United States,Massachusetts,South Hadley,15.5,3.0,Masters,Man,Specialist,Lead/Executive
25-34,Grants Coordinator,55000.0,0.0,USD,United States,New York,New York,9.0,3.0,Masters,Woman,Administrative & Operations,Senior
