age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
35-44,Principle Research Scientist,145000.0,9000.0,USD,United States,Massachusetts,North Chicago,9.0,9.0,PhD,Woman,Scientist,Senior
35-44,Senior Manager,160000.0,16000.0,USD,United States,Texas,Dallas,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Senior Counsel,113300.0,0.0,USD,United States,New York,New York,9.0,6.0,Professional Degree,Man,Legal Services,Senior
55-64,General Counsel,99000.0,3000.0,USD,United States,Rhode Island,Warwick,35.5,35.5,Professional Degree,Woman,Legal Services,Lead/Executive
35-44,Pharmacology Specialist Scientist I.,120000.0,20000.0,USD,United States,Massachusetts,Cambridge,15.5,15.5,College,Woman,Scientist,Lead/Executive
35-44,Program Manager,46000.0,0.0,USD,United States,Colorado,Denver,9.0,6.0,College,Woman,Management,Senior
25-34,Operations Manager,83000.0,0.0,USD,United States,Oklahoma,Oklahoma City,9.0,9.0,Masters,Woman,Management,Senior
45-54,Adjunct Faculty Librarian,97000.0,0.0,USD,United States,Washington,Seattle,15.5,15.5,Masters,Woman,Library & Information Services,Lead/Executive
45-54,Elementary School Music Teacher,45000.0,0.0,USD,United States,North Carolina,Clinton,25.5,15.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Sales Administrator,27857.0,0.0,CAD,Canada,N/A,Toronto,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Administrative Coordinator,55000.0,0.0,USD,United States,Virginia,Alexandria,6.0,3.0,Masters,Man,Administrative & Operations,Senior
35-44,Manager Strategic Supplier Syndication,133000.0,20000.0,USD,United States,Illinois,Chicago,15.5,15.5,College,Man,Management,Lead/Executive
25-34,Cultural Resources Specialist & Archeologist,72000.0,500.0,USD,United States,Virginia,Mclean,9.0,6.0,PhD,Woman,Specialist,Senior
35-44,Senior Engineer,85714.0,714.0,CAD,Canada,N/A,Greater Toronto Area,15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
45-54,Software Developer - Level 1,100400.0,5000.0,USD,United States,Minnesota,Saint Paul,35.5,25.5,College,Man,Engineering & Development,Lead/Executive
35-44,Credit Specialist,50000.0,0.0,USD,United States,Maryland,Central Md,9.0,6.0,College,Woman,Specialist,Senior
45-54,Library Troubleshooter,92000.0,600.0,USD,United States,Texas,Houston,15.5,15.5,Masters,Woman,Library & Information Services,Lead/Executive
35-44,Senior Editor,85000.0,0.0,USD,United States,California,San Diego,15.5,15.5,Masters,Woman,Creative & Media,Lead/Executive
35-44,Operations Manager,61429.0,1429.0,CAD,Canada,N/A,Calgary,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Accountant,55000.0,750.0,USD,United States,South Carolina,Gaston,15.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
35-44,Fishery Analyst,105426.0,1133.0,USD,United States,Massachusetts,Newburyport,15.5,15.5,Masters,Woman,Analytics,Lead/Executive
35-44,Accounts Payable And Accounts Receivable Manager,70000.0,0.0,USD,United States,Virginia,Harrisonburg,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Copywriter,51000.0,0.0,USD,United States,Virginia,Richmond,6.0,6.0,College,Woman,Creative & Media,Senior
35-44,Paralegal,39500.0,0.0,USD,United States,Ohio,Columbus,15.5,3.0,College,Woman,Legal Services,Lead/Executive
25-34,Hrbp,103000.0,10000.0,USD,United States,New York,Nyc,9.0,6.0,College,Woman,HR,Senior
35-44,High School Librarian,77443.0,0.0,USD,United States,Maryland,"Joppatowne (Near Baltimore, Md)",15.5,15.5,Masters,Woman,Education & Training,Lead/Executive
25-34,Senior Product Manager,90000.0,0.0,CAD,Canada,N/A,Ottawa,6.0,6.0,College,Woman,Management,Senior
25-34,Senior Education Coordinator,33828.0,2706.0,EUR,Netherlands,N/A,Leiden,3.0,3.0,Masters,Woman,Administrative & Operations,Mid Level
35-44,Analyst,65300.0,2500.0,USD,United States,Texas,Houston,9.0,3.0,College,Woman,Analytics,Senior
25-34,Marketing Assistant,37500.0,0.0,USD,United States,Pennsylvania,Philadelphia,3.0,3.0,College,Woman,Marketing & Sales,Mid Level
25-34,Vice President Learning And Development,160000.0,0.0,USD,United States,New York,Rochester,15.5,15.5,Masters,Man,Management,Lead/Executive
25-34,Director Of Senior Services,68000.0,0.0,USD,United States,Wisconsin,Sheboygan,15.5,15.5,Masters,Woman,Management,Lead/Executive
18-24,Qaqc Coordinator,46000.0,6000.0,USD,United States,Wyoming,Laramie,6.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Principal Ocuupational Therapist,86000.0,86000.0,USD,United States,New Jersey,Trenton,15.5,15.5,College,Woman,Healthcare,Lead/Executive
35-44,Crm Director,160000.0,0.0,USD,United States,New York,New York,15.5,15.5,Masters,Woman,Management,Lead/Executive
45-54,Tv Writer,350000.0,50000.0,USD,United States,California,Los Angeles,15.5,15.5,College,Woman,Creative & Media,Lead/Executive
25-34,Data And Insights Analyst,63550.0,0.0,USD,United States,Minnesota,Saint Paul,9.0,9.0,Masters,Man,Analytics,Senior
25-34,Senior Software Developer,104139.0,0.0,GBP,United Kingdom,N/A,London,9.0,9.0,College,Prefer Not to Answer,Engineering & Development,Senior
25-34,Associate Project Manager/Scrum Master,75000.0,5000.0,USD,United States,Virginia,Richmond,6.0,0.5,Masters,Woman,Management,Senior
45-54,Managing Editor,50000.0,0.0,USD,United States,Pennsylvania,Philadelphia,25.5,25.5,Masters,Woman,Creative & Media,Lead/Executive
25-34,Adult Services,30680.0,0.0,USD,United States,Ohio,Few Hours Outside Columbus,6.0,6.0,Masters,Woman,Unclassifiable,Senior
25-34,Adult Services,30680.0,0.0,USD,United States,Ohio,Few Hours Outside Columbus,6.0,6.0,Masters,Woman,Unclassifiable,Senior
25-34,Groundskeeper,20800.0,0.0,USD,United States,Tennessee,Memphis,3.0,3.0,Masters,Woman,Unclassifiable,Mid Level
35-44,Compliance Officer,97000.0,5000.0,USD,United States,Nebraska,Omaha,15.5,6.0,Professional Degree,Woman,Administrative & Operations,Lead/Executive
25-34,Administrative Assistant,56000.0,0.0,USD,United States,New Mexico,Los Alamos,3.0,3.0,College,Woman,Administrative & Operations,Mid Level
25-34,Business Development Manager,55000.0,15000.0,USD,United States,Iowa,Des Moines,9.0,3.0,College,Woman,Management,Senior
35-44,Learning & Development Senior Manager,183700.0,41000.0,USD,United States,District Of Columbia,"Washington, Dc",25.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Teacher,46700.0,1500.0,USD,United States,Minnesota,Southern Mn,3.0,3.0,College,Woman,Education & Training,Mid Level
35-44,Csr,39000.0,0.0,USD,United States,Washington,Seattle,0.5,0.5,College,Woman,Administrative & Operations,Entry Level
45-54,Vice President,100000.0,20000.0,USD,United States,Missouri,St. Louis,25.5,25.5,College,Woman,Management,Lead/Executive
25-34,Project Estimator / Senior Mining Engineer,90714.0,13571.0,CAD,Canada,N/A,Toronto,9.0,9.0,College,Man,Engineering & Development,Senior
35-44,Graphic Designer,86000.0,8000.0,USD,United States,Georgia,Atlanta,15.5,15.5,College,Woman,Creative & Media,Lead/Executive
35-44,Senior Software Engineer,133000.0,1000.0,USD,United States,Maryland,Greenbelt,15.5,15.5,PhD,Woman,Engineering & Development,Lead/Executive
35-44,Elementary Principal,83000.0,0.0,USD,United States,Louisiana,New Orleans,15.5,15.5,Masters,Woman,Management,Lead/Executive
45-54,Contest Marketing Specialist,79000.0,3000.0,USD,United States,Oregon,Portland,25.5,25.5,College,Woman,Marketing & Sales,Lead/Executive
35-44,Senior Compliance Manager,100000.0,10000.0,USD,United States,N/A,Remote Employee Pre-Pandemic,15.5,15.5,Professional Degree,Prefer Not to Answer,Management,Lead/Executive
35-44,Partner,250000.0,35000.0,USD,United States,Missouri,Kansas City,9.0,9.0,Professional Degree,Woman,HR,Senior
25-34,Marketing Manager,75000.0,0.0,USD,United States,California,Rocklin (Sacramento Area),6.0,6.0,College,Woman,Management,Senior
45-54,Senior Technical Writer,112000.0,11200.0,USD,United States,Illinois,"Elgin, Illinois",25.5,25.5,PhD,Woman,Creative & Media,Lead/Executive
25-34,Customer Service Rep,41600.0,1500.0,USD,United States,Washington,Bellevue,6.0,6.0,College,Man,Marketing & Sales,Senior
35-44,Provider Data Analyst,56000.0,7000.0,USD,United States,Oregon,Portland,15.5,3.0,College,Man,Analytics,Lead/Executive
45-54,Associate Copy Chief & Manager Of Digital Workflow,97500.0,1000.0,USD,United States,New York,New York,25.5,25.5,Masters,Woman,Management,Lead/Executive
35-44,Senior Software Developer In Test,117000.0,5800.0,USD,United States,Massachusetts,Boston,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Supply Logistics Technician,73330.0,17000.0,USD,United States,Nevada,Boulder City,15.5,6.0,College,Woman,Manual Labor,Lead/Executive
35-44,Teacher,75000.0,0.0,USD,United States,Massachusetts,Boston,15.5,15.5,Masters,Woman,Education & Training,Lead/Executive
25-34,Research Coordinator,55000.0,0.0,USD,United States,Pennsylvania,Pittsburgh,6.0,6.0,Masters,Woman,Administrative & Operations,Senior
45-54,Administrative Assistant,49000.0,0.0,USD,United States,Wisconsin,Green Bay,25.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
35-44,Program Specialist,52000.0,0.0,USD,United States,Texas,Austin,15.5,15.5,Masters,Woman,Specialist,Lead/Executive
65 or over,Sponsored Projects Officer,62500.0,0.0,USD,United States,New Mexico,Albuquerque,15.5,6.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Product Manager,75000.0,3000.0,USD,United States,Virginia,"Washington, Dc",6.0,6.0,Masters,Woman,Management,Senior
35-44,Principal Analyst,110000.0,20000.0,USD,United States,North Carolina,Raleigh,9.0,3.0,Masters,Prefer Not to Answer,Analytics,Senior
25-34,Ceo,56000.0,0.0,USD,United States,Pennsylvania,Harrisburg,6.0,3.0,College,Woman,Management,Senior
25-34,Mental Health Counselor,45000.0,0.0,USD,United States,Vermont,Morrisville,9.0,3.0,Masters,Woman,Legal Services,Senior
35-44,Network Engineer,57279.0,5728.0,CZK,Czech Republic,N/A,Prague,9.0,9.0,College,Man,Engineering & Development,Senior
55-64,Office Administrator,63000.0,2300.0,USD,United States,California,San Francisco,35.5,25.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Associate Attorney,112000.0,3000.0,USD,United States,New York,Garden City,25.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
45-54,Us Hr Manager,94550.0,0.0,USD,United States,Connecticut,Windsor,25.5,9.0,College,Woman,Management,Lead/Executive
25-34,Programs Director,47200.0,0.0,USD,United States,New Hampshire,Hanover,6.0,6.0,Masters,Woman,Management,Senior
25-34,Client Service Agent,39998.0,0.0,USD,United States,New Mexico,Albuquerque,3.0,3.0,College,Man,Marketing & Sales,Mid Level
25-34,Management Analyst,117500.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",15.5,9.0,Masters,Woman,Analytics,Lead/Executive
25-34,Environmental Investigator,56000.0,0.0,USD,United States,Texas,Fort Worth,6.0,6.0,Masters,Woman,Unclassifiable,Senior
25-34,Senior Associate,88000.0,10000.0,USD,United States,New York,New York City,3.0,0.5,College,Woman,Administrative & Operations,Mid Level
35-44,Revenue Cycle Director,95000.0,7000.0,USD,United States,Maryland,Baltimore,9.0,9.0,Masters,Woman,Management,Senior
25-34,Managing Director,245000.0,4000.0,USD,United States,Virginia,Bristol,6.0,3.0,Masters,Woman,Management,Senior
25-34,Data Scientist,92000.0,0.0,USD,United States,Florida,Ft Myers,9.0,6.0,College,Woman,Scientist,Senior
25-34,Technical Sales Rep,100000.0,15000.0,USD,United States,Pennsylvania,Pittsburgh,6.0,6.0,Masters,Woman,Marketing & Sales,Senior
25-34,Technical Sales Rep,100000.0,15000.0,USD,United States,Pennsylvania,Pittsburgh,6.0,6.0,Masters,Woman,Marketing & Sales,Senior
35-44,Head Of Partnerships,125000.0,25000.0,USD,United States,New York,New York,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Teacher (Elementary School),54000.0,0.0,USD,United States,California,Chula Vista,6.0,3.0,College,Woman,Education & Training,Senior
45-54,Sales Engineer,150000.0,30000.0,USD,United States,North Carolina,Charlotte,25.5,15.5,College,Woman,Engineering & Development,Lead/Executive
25-34,Materials Engineer,87000.0,3000.0,USD,United States,Michigan,Novi,6.0,6.0,Masters,Man,Engineering & Development,Senior
55-64,Accountant/Auditor,60000.0,0.0,USD,United States,California,Sacramento,25.5,25.5,Masters,Woman,Accountant & Finance,Lead/Executive
25-34,Senior Engineer,185000.0,2000.0,USD,United States,California,Bay Area,6.0,6.0,Masters,Woman,Engineering & Development,Senior
18-24,Application Developer,92000.0,7000.0,USD,United States,Georgia,Atlanta,3.0,3.0,College,Man,Engineering & Development,Mid Level
35-44,Operations Manager,67000.0,12000.0,USD,United States,Pennsylvania,Allentown,15.5,6.0,College,Woman,Management,Lead/Executive
45-54,Executive Director,92000.0,0.0,USD,United States,Ohio,Cleveland,25.5,9.0,Masters,Man,Management,Lead/Executive
25-34,Accounts Payable Specialist/Cost Accountant,50000.0,2000.0,USD,United States,California,Madera,15.5,3.0,College,Woman,Accountant & Finance,Lead/Executive
25-34,Accounts Payable Specialist/Cost Accountant,50000.0,2000.0,USD,United States,California,Madera,15.5,3.0,College,Woman,Accountant & Finance,Lead/Executive
25-34,Lead Designer,70000.0,0.0,USD,United States,Colorado,Fort Collins,15.5,6.0,College,Woman,Management,Lead/Executive
25-34,Payroll Clerk,33050.0,0.0,USD,United States,Wisconsin,Ashland,9.0,3.0,College,Woman,Administrative & Operations,Senior
35-44,Communications Coordinator,67000.0,0.0,USD,United States,Georgia,Atlanta,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
45-54,Instructional Designer,55000.0,0.0,CAD,Canada,N/A,Ottawa,25.5,9.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Administrative Assistant,40000.0,0.0,USD,United States,Massachusetts,Boston,6.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Academic Records Coordinator,54800.0,0.0,USD,United States,Minnesota,Minneapolis,9.0,6.0,College,Woman,Administrative & Operations,Senior
18-24,Data Product Consultant,42724.0,0.0,GBP,United Kingdom,N/A,London,0.5,0.5,College,Woman,Consulting & Strategy,Entry Level
55-64,Vice President,153750.0,25000.0,CAD,Canada,N/A,Toronto,35.5,15.5,Masters,Man,Management,Lead/Executive
35-44,Registered Engineer,93000.0,10000.0,USD,United States,Minnesota,Saint Paul,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Assistant Professor,135000.0,12000.0,USD,United States,New York,New York City,15.5,15.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Media Licensing Account Executive,46729.0,0.0,GBP,United Kingdom,N/A,London,6.0,3.0,College,Woman,Accountant & Finance,Senior
35-44,Compliance Manager,49920.0,0.0,USD,United States,Michigan,Rochester Hills,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Validation Engineer,102000.0,10000.0,USD,United States,Michigan,Detroit,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Curator,43264.0,0.0,USD,United States,Minnesota,Buffalo,15.5,6.0,College,Woman,Unclassifiable,Lead/Executive
35-44,Instructional Designer,52000.0,1500.0,USD,United States,Kansas,Wichita,9.0,9.0,Masters,Woman,Engineering & Development,Senior
35-44,Communications Director,45000.0,0.0,USD,United States,Missouri,Rural Missouri,15.5,6.0,College,Woman,Management,Lead/Executive
18-24,Research Associate,60000.0,0.0,USD,United States,California,Morgan Hill,0.5,0.5,College,Woman,Researcher,Entry Level
35-44,Attorney,170000.0,60000.0,USD,United States,California,Los Angeles,15.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Childcare Site Coordinator,38000.0,0.0,USD,United States,North Dakota,Fargo,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
35-44,Project Architect,82000.0,10000.0,USD,United States,Tennessee,Knoxville,15.5,15.5,Masters,Woman,Engineering & Development,Lead/Executive
45-54,Software Developer,124000.0,4000.0,USD,United States,Illinois,Choose Not To Answer,25.5,15.5,College,Woman,Engineering & Development,Lead/Executive
45-54,Instructional Prof,102000.0,0.0,USD,United States,Texas,College Station,15.5,15.5,PhD,Woman,Education & Training,Lead/Executive
35-44,Project Manager,93458.0,0.0,GBP,United Kingdom,N/A,Leeds,15.5,15.5,High School,Woman,Management,Lead/Executive
45-54,Art Teacher,104000.0,0.0,USD,United States,New York,New York,25.5,15.5,PhD,Woman,Education & Training,Lead/Executive
35-44,Human Resource Manager,67500.0,780.0,USD,United States,Florida,Tallahassee,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Project Associate,60500.0,1000.0,USD,United States,District Of Columbia,"Washington, Dc",3.0,3.0,College,Woman,Administrative & Operations,Mid Level
35-44,Document Review Attorney,50000.0,500.0,USD,United States,Pennsylvania,Pittsburgh,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
45-54,Manager Of New Technology Development,98000.0,0.0,USD,United States,"Alaska, Maryland",Rockville,25.5,25.5,College,Woman,Management,Lead/Executive
45-54,Manager Of New Technology Development,98000.0,0.0,USD,United States,"Alaska, Maryland",Rockville,25.5,25.5,College,Woman,Management,Lead/Executive
35-44,Case Manager,53560.0,0.0,USD,United States,California,San Mateo,25.5,6.0,Professional Degree,Man,Management,Lead/Executive
25-34,Reference Librarian,90000.0,0.0,USD,United States,California,Bakersfield,6.0,6.0,Masters,Woman,Library & Information Services,Senior
25-34,Senior Research Coordinator,61000.0,0.0,USD,United States,Texas,Houston,6.0,6.0,Masters,Woman,Administrative & Operations,Senior
25-34,Program Officer,100000.0,4000.0,USD,United States,New Jersey,Princeton,9.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Program Officer,100000.0,4000.0,USD,United States,New Jersey,Princeton,9.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Enrollment Coordinator,35908.0,35907.0,CAD,Canada,N/A,Toronto,6.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Executive Director Of <Technology And Innovation Buzzwords>,70000.0,25920.0,USD,United States,Florida,Rural Florida,15.5,3.0,PhD,Woman,Management,Lead/Executive
25-34,Senior Electrical Engineer,115000.0,0.0,USD,United States,Illinois,Chicago,9.0,6.0,College,Woman,Engineering & Development,Senior
25-34,Broadcast Producer,86500.0,0.0,USD,United States,N/A,Austin,6.0,3.0,College,Woman,Creative & Media,Senior
35-44,Sr. Product Manager,200000.0,50000.0,USD,United States,Washington,Seattle,15.5,6.0,Masters,Man,Management,Lead/Executive
35-44,Personal Assistant,156000.0,0.0,USD,United States,Illinois,Chicago,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
35-44,Primary Teacher,23202.0,0.0,EUR,France,N/A,Paris,15.5,15.5,Masters,Woman,Education & Training,Lead/Executive
35-44,Prosecutor,85000.0,0.0,USD,United States,Texas,Austin,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
35-44,Lab Manager,80000.0,0.0,USD,United States,Massachusetts,Boston,25.5,9.0,Masters,Woman,Management,Lead/Executive
35-44,Senior Account Manager,95000.0,4000.0,USD,United States,Connecticut,Remote,9.0,6.0,Masters,Woman,Management,Senior
35-44,Personal Lines Account Manager,39643.0,0.0,CAD,Canada,N/A,Winnipeg,9.0,9.0,College,Woman,Management,Senior
35-44,Structural Engineer,60714.0,0.0,CAD,Canada,N/A,Waterloo,9.0,9.0,College,Woman,Engineering & Development,Senior
55-64,Database Administrator,77000.0,1600.0,USD,United States,Tennessee,Memphis,25.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Corporate Investigator,68000.0,0.0,USD,United States,Washington,Seattle,6.0,6.0,College,Woman,Unclassifiable,Senior
55-64,Credit Review Officer,135000.0,35000.0,USD,United States,Florida,Orlando,35.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Business Systems Analyst Ii,60051.0,6778.0,CAD,Canada,N/A,"Toronto, Ontario",9.0,9.0,Masters,Woman,Analytics,Senior
35-44,Associate Executive Director,68000.0,0.0,USD,United States,Tennessee,Nashville,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Finance Assistant,40000.0,1500.0,USD,United States,Massachusetts,Pittsfiel,15.5,3.0,College,Woman,Accountant & Finance,Lead/Executive
25-34,Gis Coordinator,77293.0,0.0,USD,United States,Ohio,Delaware,15.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Project Associate,65205.0,4000.0,USD,United States,Texas,Dallas,9.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Integration Specialist,75000.0,3571.0,CAD,Canada,N/A,Toronto,15.5,3.0,College,Woman,Specialist,Lead/Executive
55-64,Graphic Designer,56000.0,1750.0,USD,United States,Connecticut,Hartford,35.5,35.5,College,Prefer Not to Answer,Creative & Media,Lead/Executive
55-64,Copywriter,120640.0,0.0,USD,United States,Maine,Portland,25.5,0.5,Masters,Woman,Creative & Media,Lead/Executive
18-24,Biological Research Technician,43500.0,0.0,USD,United States,Maryland,Na (Remote),0.5,0.5,College,Man,Researcher,Entry Level
18-24,Biological Research Technician,43500.0,0.0,USD,United States,Maryland,Na (Remote),0.5,0.5,College,Man,Researcher,Entry Level
35-44,Senior Accountant,63960.0,0.0,USD,United States,South Dakota,Rapid City,15.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Event Scheduler,61000.0,0.0,USD,United States,Washington,Seattle,6.0,6.0,College,Woman,Administrative & Operations,Senior
45-54,Information Specialist,71000.0,0.0,USD,United States,New York,New York,25.5,25.5,Masters,Woman,Specialist,Lead/Executive
25-34,Associate Director Of Grants And Proposals,52500.0,0.0,USD,United States,Florida,Tampa,9.0,3.0,Masters,Woman,Management,Senior
25-34,Coordinator,44727.0,0.0,CAD,Canada,N/A,Toronto,9.0,9.0,College,Woman,Administrative & Operations,Senior
35-44,Director Of Digital Learning,93000.0,0.0,USD,United States,Georgia,Atlanta,25.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Epidemiologist,78000.0,0.0,USD,United States,Virginia,Richmond,15.5,9.0,Masters,Woman,Healthcare,Lead/Executive
35-44,Hr Generalist Ii,63000.0,500.0,USD,United States,Washington,Seattle,15.5,6.0,Masters,Woman,HR,Lead/Executive
55-64,Film/Tv Teacher,96000.0,0.0,USD,United States,Pennsylvania,Royersford,35.5,25.5,Masters,Woman,Education & Training,Lead/Executive
25-34,Senior Research Fellow/Assistant Professor,54740.0,0.0,GBP,Scotland,N/A,Glasgow,6.0,6.0,PhD,Woman,Education & Training,Senior
55-64,Senior Instructional Designer,94000.0,5000.0,USD,United States,Missouri,St. Louis,35.5,25.5,Masters,Woman,Engineering & Development,Lead/Executive
25-34,Product Owner It,67500.0,2143.0,CAD,Canada,N/A,Ottawa,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Compliance Officer,57000.0,600.0,USD,United States,Oregon,Portland,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
45-54,Director Of Human Resources,80000.0,0.0,USD,United States,Illinois,Chicago,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Dir Of Hr/Payroll,38000.0,17000.0,USD,United States,Indiana,Bloomington,15.5,9.0,College,Man,HR,Lead/Executive
25-34,Project Support Lead,51923.0,0.0,GBP,United Kingdom,N/A,Prefer Not To Say,15.5,3.0,College,Woman,Management,Lead/Executive
35-44,Vp,121000.0,10000.0,USD,United States,New York,New York,25.5,25.5,College,Woman,Management,Lead/Executive
18-24,Biological Science Technician,35265.0,0.0,USD,United States,Georgia,"Macon, Ga",3.0,0.5,College,Woman,Scientist,Mid Level
35-44,Librarian,92500.0,0.0,USD,United States,New Jersey,Princeton,15.5,15.5,Masters,Woman,Library & Information Services,Lead/Executive
45-54,Communications Manager,50000.0,0.0,USD,United States,Indiana,Fort Wayne,25.5,15.5,College,Woman,Management,Lead/Executive
35-44,Public Library Manager (Librarian Iii),70451.0,0.0,USD,United States,New York,Syracuse,15.5,6.0,Masters,Woman,Management,Lead/Executive
25-34,Outreach Services,52000.0,0.0,USD,United States,Pennsylvania,Reading,6.0,6.0,Masters,Woman,Social Services,Senior
25-34,Managing Principal,120000.0,25000.0,USD,United States,New York,Nyc,15.5,9.0,Masters,Woman,Management,Lead/Executive
35-44,Financial Analyst,65197.0,0.0,CAD,Canada,N/A,Toronto,15.5,15.5,Professional Degree,Woman,Analytics,Lead/Executive
25-34,Hr Manager,78500.0,500.0,USD,United States,Illinois,Chicago Suburbs,3.0,3.0,Masters,Woman,Management,Mid Level
25-34,Email Marketing Specialist,57000.0,1000.0,USD,United States,Minnesota,Minneapolis,9.0,6.0,College,Man,Marketing & Sales,Senior
45-54,Associate Professor,55000.0,0.0,USD,United States,Louisiana,Shreveport,25.5,15.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Sales Manager,65000.0,20000.0,USD,United States,Colorado,Not Denver,9.0,3.0,College,Woman,Management,Senior
25-34,Sales Manager,65000.0,20000.0,USD,United States,Colorado,Not Denver,9.0,3.0,College,Woman,Management,Senior
35-44,Unit Clinical Coordinator,75500.0,3200.0,USD,United States,Massachusetts,Walpole,6.0,6.0,Masters,Man,Administrative & Operations,Senior
35-44,Scan Based Trading Analyst,51500.0,0.0,USD,United States,Minnesota,St. Paul,6.0,3.0,College,Woman,Analytics,Senior
25-34,Product Specialist,65000.0,4000.0,USD,United States,Vermont,South Burlington,9.0,9.0,College,Man,Specialist,Senior
25-34,Account Executive,150000.0,3571.0,CAD,Canada,N/A,Western Canada,9.0,9.0,Unknown,Man,Accountant & Finance,Senior
25-34,Account Executive,150000.0,3571.0,CAD,Canada,N/A,Western Canada,9.0,9.0,Unknown,Man,Accountant & Finance,Senior
35-44,Hr Director,74000.0,0.0,USD,United States,Iowa,Cedar Rapids,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,City Planner,73000.0,0.0,USD,United States,Illinois,Chicagoland,9.0,6.0,Masters,Woman,Unclassifiable,Senior
35-44,Principal Mechanical Engineer,163000.0,10000.0,USD,United States,California,Lincoln,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Principal,160000.0,0.0,USD,United States,Georgia,Atlanta,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Prevention Supervisor,61000.0,0.0,USD,United States,New York,New York City,6.0,6.0,Masters,Woman,Administrative & Operations,Senior
35-44,Manager Sales Strategy And Operations,96000.0,36000.0,USD,United States,Michigan,Benton Harbor,15.5,6.0,College,Woman,Management,Lead/Executive
35-44,Manager Sales Strategy And Operations,96000.0,36000.0,USD,United States,Michigan,Benton Harbor,15.5,6.0,College,Woman,Management,Lead/Executive
25-34,Associate Director Of Recruitment And Engagement,67800.0,0.0,USD,United States,Louisiana,Baton Rouge,15.5,3.0,Masters,Woman,Management,Lead/Executive
25-34,Technical Writer,68700.0,3000.0,USD,United States,Massachusetts,Waltham,9.0,3.0,College,Woman,Creative & Media,Senior
35-44,Director Of Product,140000.0,0.0,USD,United States,Georgia,Atlanta,15.5,9.0,College,Man,Management,Lead/Executive
25-34,Project Manager,120000.0,9000.0,USD,United States,New York,New York City,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Director Of Marketing And Development,54000.0,1000.0,USD,United States,Wisconsin,Sheboygan,6.0,6.0,College,Woman,Management,Senior
25-34,District Manager,42724.0,0.0,GBP,United Kingdom,N/A,Orkney,6.0,6.0,College,Woman,Management,Senior
25-34,Business Intelligence Analyst,71488.0,0.0,USD,United States,Idaho,Boise,9.0,3.0,College,Man,Analytics,Senior
35-44,Town Clerk,75000.0,3000.0,USD,United States,North Carolina,Charlotte Area,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
18-24,Telematics Systems Engineer,82500.0,0.0,USD,United States,Michigan,Metro Detroit,3.0,3.0,College,Woman,Engineering & Development,Mid Level
